COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Whitelaw Hotel (Negro), 13th and T Streets NW. October 4, 1949.","1,949",,,212,041\WY 210035.JPG,08/20/2005,Photographic Paper,"Opening in 1919, the Whitelaw Hotel was Washington's first African American luxury hotel, and, almost uniquely, designed (by Isaiah Hatton), financed, developed (by John Whitelaw Lewis) and constructed by blacks. Until World War II, it was the center of social functions for the black elite of the city, a gathering place for such personalities as Cab Calloway, Duke Ellington, Joe Louis and Thurgood Marshall. However, partly because of the end of segregation, financial difficulties forced the sale of the hotel, leading to conversion to an apartment house for low-income families, and eventual deterioration to such a degree that it was closed by the city in 1977. A fire in 1981 destroyed the roof and much of the interior. In 1992, the building was completely renovated, remodeling it into 35 apartments. (See James Goode's ""Best Addresses"".)",WY 2100.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Whitelaw Hotel,Whitelaw Hotel on the southeast corner of 13th and T Streets NW.,Thirteenth Street,Shaw,NW,10/4/1949,275,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",11/23/1950,"John P. Wymer's description: T Street NW east of 13th Street. November 23, 1950.","1,950",,,"212, also digital",041\WY 210135.JPG,08/20/2005,Photographic Paper,,WY 2101.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Row houses on the north side of the 1200 block of T Street NW.,T Street,Shaw,NW,11/23/1950,274,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,07/09/2003,"Brewer, Jack",Excellent,0,,"Wymer, John P.",11/23/1950,John P. Wymer's description: U Street NW between 13th and 14th Streets,"1,950",,,212; also available in CD # 81.,041\WY 2102.JPG,07/09/2003,/Photographic Paper,,WY 2102.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Republic Theatre Tasty Inn, restaurant",U Street NW between 13th and 14th Streets. North side.,U Street,Shaw,NW,11/23/1950,236,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Harrison School (Negro elementary) 13th and V Streets NW. October 4, 1949.","1,949",,,212,041\WY 210335.JPG,08/20/2005,/Photographic Paper,,WY 2103.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Harrison School,Harrison School on the northwest corner of 13th and V Streets NW.,Thirteenth Street,Shaw,NW,10/4/1949,235,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Children's Hospital, 13th and V Streets NW. October 4, 1949.","1,949",,,212,041\WY 210435.JPG,08/20/2005,/Photographic Paper,,WY 2104.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Children's Hospital,Children's Hospital on the east side of the 2100 block of 13th Street NW.,Thirteenth Street,Shaw,NW,10/4/1949,272,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Apartment house, 13th and Clifford Streets NW. October 4, 1949.","1,949",,,212,041\WY 210535.JPG,08/20/2005,/Photographic Paper,,WY 2105.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Clifton Terrace Apartments Wardman, Harry, builder of building Barber, Amzi L., house -- site",Clifton Terrace Apartments on the west side of the 2400 block of 13th Street NW.,Thirteenth Street,,NW,10/4/1949,2866/2868 (?),09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Fourteenth Street NW north of Chapin Street. October 4, 1949.","1,949",,,212,041\WY 210635.JPG,08/20/2005,/Photographic Paper,,WY 2106.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Commercial building on the northwest corner of 14th and Chapin Streets NW.,Fourteenth Street,,NW,10/4/1949,2662,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/15/1951,"John P. Wymer's description: Joe Turner's Arena, 14th and W Streets NW. October 15, 1951.","1,951",,,212,041\WY 210735.JPG,08/20/2005,Photographic Paper,,WY 2107.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Turner's Arena Joe Turner's Arena,Joe Turner's Arena on the north side of the 1300 block of W Street NW.,W Street,Shaw,NW,10/15/1951,234,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Florida Avenue NW west of 14th Street. October 4, 1949.","1,949",,,212,045\WY 210835.JPG,08/20/2005,/Photographic Paper,,WY 2108.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Row houses (some frame) on the north side of the 1400 block of Florida Avenue NW.,Florida Avenue,,NW,10/4/1949,2660,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",11/23/1950,"John P. Wymer's description: Fourteenth Street NW north of V Street. November 23, 1950.","1,950",,,212,045\WY 210935.JPG,08/20/2005,/Photographic Paper,,WY 2109.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Commercial buildings on the east side of the 2100 block of 14th Street NW.,Fourteenth Street,Shaw,NW,11/23/1950,235,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,07/09/2003,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,John P. Wymer's description: U Street NW east of 14th Street,"1,949",,,212; also available in CD # 81.,041\WY 211035.JPG,07/09/2003,/Photographic Paper,,WY 2110.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,U Street NW east of 14th Street. North side.,U Street,Shaw,NW,10/4/1949,236,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,/ /,,,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: U Street NW west of 14th Street. October 4, 1949 View west past the Dunbar Hotel.","1,949",,,212; also available in CD # 81.,041\WY 211135-2.JPG,07/12/2003,Photographic Emulsion,,WY 2111.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Dunbar Hotel Capitol Shoe Repair Shop Pen Guin Frozen Custard Store Club Bengno,U Street NW west of 14th Street,U Street,Shaw,,10/4/1949,204,11/23/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",11/23/1950,"John P. Wymer's description: S Street NW between 14th and 15th Streets. November 23, 1950","1,950",,,212,054\WY 211235.JPG,08/20/2005,/Photographic Paper,,WY 2112.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Dwellings on the south (?) side of the 1400 block of S Street NW.,S Street,Shaw,NW,11/23/1950,0207 (?),09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",9/3/1949,"John P. Wymer's description: Chesapeake and Potomac Telephone Company building, 14th and R Streets NW. Seprember 3, 1949.","1,949",,,212,054\WY 211335.JPG,08/20/2005,/Photographic Paper,,WY 2113.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Chesapeake and Potomac Telephone Company Building,Chesapeake and Potomac Telephone Company Building; corner of 14th and T Streets NW.,Fourteenth Street,Shaw,NW,9/3/1949,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Houses on Q Street NW between 14th and 15th Streets. October 4, 1949.","1,949",,,212,054\WY 211435.JPG,08/20/2005,/Photographic Paper,,WY 2114.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Houses on the north side of the 1400 block of Q Street NW.,Q Street,Shaw,NW,10/4/1949,207,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/20/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",9/3/1949,"John P. Wymer's description: Berret School (District of Columbia Department of Education Administration Annex No. 2), 14th and Q Streets NW. September 3, 1949.","1,949",,,212,054\WY 211535.JPG,08/20/2005,/Photographic Paper,,WY 2115.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Berret School District of Columbia Department of Education Administrative Annex No. 2,Barret School on the southwest corner of 14th and Q Streets NW.,Fourteenth Street,Shaw,NW,9/3/1949,209,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",8/26/1951,"John P. Wymer's description: St. Luke's Episcopal Church, 15th Street north of P Street. August 26, 1951.","1,951",,,212,054\WY 211635.JPG,08/24/2005,/Photographic Paper,,WY 2116.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,St. Luke's Episcopal Church,St.Luke's Episcopal Church on the west side of the 1500 block of 15th Street NW.,Fifteenth Street,Shaw,NW,8/26/1951,195,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Fifteenth Street Presbyterian Church, 15th and R Streets NW. October 4, 1949.","1,949",,,212,054\WY 211735.JPG,08/24/2005,/Photographic Paper,,WY 2117.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Fifteenth Street Presbyterian Church,St.Luke's Episcopal Church on the northeast corner of 15th and R Streets NW.,Fifteenth Street,Shaw,NW,10/4/1949,207,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: St. Augustine's Church (Catholic) and parochial school, 15th Street NW between R and S Streets. October 4, 1949.","1,949",,,212,054\WY 211835.JPG,08/24/2005,/Photographic Paper,,WY 2118.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,St. Augustine's Catholic Church St. Augustine's School,St.Luke's Episcopal Church and School on the west side of the 1500 block of 15th Street NW.,Fifteenth Street,Shaw,NW,10/4/1949,203,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: U Street NW west of 15th Street. October 4, 1949.","1,949",,,212,045\WY 211935.JPG,08/24/2005,/Photographic Paper,,WY 2119.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Safeway Grocery Store,Commercial buildings on the north side of the 1500 block of U Street NW.,U Street,Shaw,NW,10/4/1949,189,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Booker T Theatre, U Street at Portner Place NW. October 4, 1949.","1,949",,,212,041\WY 212035.JPG,08/24/2005,/Photographic Paper,,WY 2120.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Booker T Theatre Coca Cola advertisement,Booker T Theatre on the north side of the 1500 block of U Street NW.,U Street,Shaw,NW,10/4/1949,204,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,08/24/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: Dunbar Hotel (Negro), 15th and U Streets NW. October 4, 1949. It was built as Portner Flats in 1897, then the largest apartment house in Washington. The apartment building was converted into the Dunbar Hotel in 1945, becoming Washington's leading and largest black hotel. The building was demolished in 1974, to be replaced by the Campbell-Heights Apartments. (See James Goode's ""Capital Losses"".)","1,949",,,212,041\WY 212235.JPG,08/24/2005,Photographic Paper,,WY 2122.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Dunbar Hotel St. Paul's Catholic Church Portner Flats St. Augustine's Catholic Church,Dunbar Hotel on the east side of the 2000 block of 15th Street NW. Also St. Paul's Church.,Fifteenth Street,Shaw,NW,10/4/1949,0204/0203,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Excellent,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: St. Paul's Academy (Catholic), V Street and Porter Place NW. October 4, 1949.","1,949",,,212,054\WY 212335.JPG,10/05/2005,/Photographic Paper,,WY 2123.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"St. Paul's Academy, school",St. Paul's Academy (Catholic) on the north side of the1400 block of V Street NW.,V Street,Shaw,NW,10/4/1949,203,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,/ /,,Good,0,,"Wymer, John P.",10/4/1949,"John P. Wymer's description: St. Paul's Church (Catholic), 15th and V Streets NW, later St. Augustine's.","1,949",,,212; also available in CD # 12.,041\WY 212435-2.JPG,07/12/2003,Photographic Emulsion,,WY 2124.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,St. Augustine's Catholic Church St. Paul's Catholic Church Dunbar Hotel,"St. Paul's Church, 15th and V Streets NW, later St. Augustine's.",Fifteenth Street,,NW,10/4/1949,203,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: National Radio Institute Building, 16th and U Streets NW. November 15, 1950.","1,950",,,212,054\WY 212535.JPG,10/05/2005,Photographic Emulsion,,WY 2125.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,National Radio Institute Building,National Radio Institute Building on the southeast corner of 16th and U Streets NW.,Sixteenth Street,,NW,11/15/1950,190,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,/ /,,Good,0,,"Wymer, John P.",9/3/1949,"John P. Wymer's description: Houses on New Hampshire Avenue NW south of U Street. September 3, 1949","1,949",,,212,041\WY 212635.JPG,07/12/2003,Photographic Emulsion,,WY 2126.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Houses on New Hampshire Avenue NW south of U Street,New Hampshire Avenue,,,9/3/1949,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1949,"John P. Wymer's description: National Memorial Universalist Church, 16th and S Streets NW. September 3, 1949.","1,949",,,212,054\WY 212735.JPG,10/05/2005,Photographic Emulsion,,WY 2127.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,National Memorial Universalist Church,"National Memorial Universalist Church, on the northwest corner of 16th and S Streets NW.",Sixteenth Street,Dupont Circle,NW,9/3/1949,177,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Scottish Rite Temple (Masonc) 16th and S Streets NW. November 15, 1950.","1,950",,,212,041\WY 212835.TIF,10/05/2005,Photographic Emulsion,,WY 2128.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Scottish Rite Temple Chastleton Hotel,Scottish Rite Temple on the east side of the 1700 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,192,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Chastleton Hotel, 16th and R Streets NW. November 15, 1950.","1,950",,,212,054\WY 212935.JPG,10/05/2005,Photographic Emulsion,,WY 2129.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Scottish Rite Temple Chastleton Hotel,Chastleton Hotel on the northeast corner of 16th and R Streets NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,192,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/23/1950,"John P. Wymer's description: West side of 16th Street NW north of Q Street. November 23, 1950.","1,950",,,212,054\WY 213035.JPG,10/05/2005,Photographic Emulsion,,WY 2130.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Apartment buildings on the west side of the 1600 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/23/1950,179,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/18/1950,"John P. Wymer's description: House on the northeast corner of 16th and Corcoran Streets. November 18, 1950.","1,950",,,212,054\WY 213135.JPG,10/05/2005,Photographic Emulsion,,WY 2131.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Apartment buildings on the west side of the 1600 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/18/1950,193,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Church of the Holy City (Swedenborgian), 16th and Corcoran Streets NW. November 15, 1950.","1,950",,,212,054\WY 213235.JPG,10/05/2005,Photographic Emulsion,,WY 2132.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Church of the Holy City,Church of the Holy City on the southeast corner of 16th and Corcoran Streets NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,193,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Northeast corner of 16th and Q Streets NW. November 15, 1950.","1,950",,,212,054\WY 213335.JPG,10/05/2005,Photographic Emulsion,,WY 2133.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,,Rowhouses on the east side of the 1600 block of 16th Street NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,193,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,10/05/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",11/15/1950,"John P. Wymer's description: Jewish Community Center, 16th and Q Streets NW. November 15, 1950.","1,950",,,212,054\WY 213435.JPG,10/05/2005,Photographic Emulsion,,WY 2134.35,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Jewish Community Center, building",Jewish Community Center on the southeast corner of 16th and Q Streets NW.,Sixteenth Street,Dupont Circle,NW,11/15/1950,194,09/11/2015,,,,,,,,,,
